ID,Costo,Descuento,Peso,Tiempo_Exacto
3574,143,5,5545,1
3575,149,3,4189,0
3576,275,10,1400,1
3577,168,4,4776,1
3578,102,3,4179,0
3579,169,10,4038,1
3580,163,3,5118,1
3581,154,3,4478,0
3582,271,8,4444,1
3583,182,2,5281,1
3584,173,7,4410,0
3585,244,10,5794,0
3586,214,3,5546,0
3587,210,3,5876,1
3588,194,8,4770,0
3589,185,1,4973,0
3590,121,2,5210,1
3591,203,1,5543,0
3592,134,1,5632,0
3593,263,8,5447,1
3594,279,5,4785,0
3595,222,3,5130,0
3596,233,5,4668,0
3597,271,9,4085,0
3598,118,10,5699,1
3599,183,3,4179,1
3600,217,5,4883,1
3601,245,1,5363,0
3602,143,7,4486,0
3603,149,7,4049,1
3604,275,9,1890,0
3605,282,5,1149,0
3606,276,3,1966,0
3607,244,6,1360,1
3608,258,7,5478,0
3609,257,5,5657,0
3610,195,9,5178,1
3611,152,6,4606,1
3612,100,1,5776,1
3613,248,4,5783,0
3614,274,2,4492,1
3615,203,1,5244,0
3616,194,8,4777,0
3617,142,7,4439,0
3618,208,7,5833,0
3619,237,6,5954,0
3620,210,9,4580,0
3621,158,10,4061,1
3622,148,1,5700,0
3623,146,4,5846,1
3624,155,3,5768,0
3625,233,10,5211,1
3626,165,8,4280,1
3627,227,10,5491,1
3628,197,6,4184,0
3629,134,2,4983,0
3630,134,9,5045,0
3631,194,3,4724,1
3632,172,4,4337,0
3633,205,2,5322,0
3634,191,9,5196,1
3635,225,10,5690,0
3636,152,2,4915,1
3637,249,10,5001,1
3638,136,4,4218,1
3639,146,7,4538,0
3640,259,1,4607,0
3641,159,4,5577,1
3642,162,5,4064,1
3643,205,6,5064,0
3644,155,6,4109,1
3645,171,4,4151,0
3646,244,1,5695,1
3647,135,2,5849,1
3648,147,5,5174,0
3649,245,4,4514,1
3650,266,5,5481,0
3651,165,3,5409,0
3652,226,1,5433,1
3653,185,1,4925,0
3654,267,9,5258,1
3655,169,9,4289,1
3656,191,6,5335,1
3657,187,2,5154,1
3658,265,9,5936,0
3659,243,8,4093,0
3660,166,2,5559,0
3661,249,3,4440,0
3662,271,1,4866,0
3663,272,5,4681,1
3664,226,8,4526,0
3665,250,8,5762,1
3666,135,9,5777,1
3667,274,3,4202,1
3668,184,2,4124,1
3669,139,2,4520,1
3670,198,8,4620,1
3671,168,1,5154,0
3672,245,4,5203,1
3673,251,4,4374,1
3674,153,9,4359,0
3675,142,2,4735,1
3676,148,5,4913,0
3677,273,1,5012,0
3678,180,5,4802,1
3679,158,2,5205,1
3680,240,2,5588,0
3681,174,7,4813,1
3682,186,6,4524,0
3683,174,9,5969,1
3684,260,10,4072,1
3685,258,2,4308,0
3686,262,3,4090,1
3687,197,4,5800,0
3688,238,4,5449,1
3689,168,9,4608,0
3690,266,9,5621,1
3691,251,5,5460,0
3692,272,3,5638,1
3693,203,4,4311,1
3694,168,6,4096,0
3695,138,7,5534,0
3696,129,9,5296,1
3697,178,9,5279,1
3698,211,1,5913,1
3699,169,5,5750,0
3700,267,8,5922,0
3701,183,1,5959,1
3702,194,8,4335,1
3703,151,8,4749,0
3704,225,5,4184,1
3705,184,6,4155,1
3706,269,1,4978,0
3707,274,5,5161,0
3708,142,7,5341,0
3709,140,6,5067,0
3710,219,5,5253,0
3711,237,2,5331,0
3712,140,7,4370,1
3713,105,10,5418,1
3714,192,6,4056,0
3715,154,2,4990,1
3716,165,3,4005,1
3717,197,2,5594,1
3718,274,3,5156,0
3719,193,10,5991,1
3720,252,4,4303,0
3721,224,6,4994,0
3722,230,4,4782,1
3723,174,10,4318,0
3724,226,3,4940,1
3725,245,9,5690,0
3726,206,2,5766,0
3727,241,2,4976,1
3728,148,1,4249,0
3729,181,7,5875,0
3730,146,8,5673,1
3731,115,6,5636,0
3732,201,10,4530,1
3733,273,1,5225,1
3734,228,6,4506,0
3735,185,2,4336,1
3736,170,10,4858,0
3737,156,7,5017,0
3738,159,3,5545,0
3739,263,8,4914,0
3740,159,1,4314,1
3741,241,10,4244,1
3742,167,3,4267,1
3743,231,4,5089,1
3744,233,5,4817,0
3745,256,2,5021,0
3746,205,3,4426,0
3747,180,1,4407,0
3748,187,10,5957,0
3749,250,1,4922,1
3750,273,9,5151,0
3751,224,10,4445,0
3752,195,8,4365,0
3753,148,9,4334,0
3754,181,4,4629,0
3755,111,2,5978,1
3756,181,9,4163,0
3757,108,5,4787,0
3758,188,1,5999,1
3759,231,7,4553,1
3760,230,4,5127,0
3761,197,7,5449,0
3762,252,6,5101,0
3763,237,2,5437,1
3764,182,8,5453,1
3765,241,6,4157,0
3766,247,6,5833,1
3767,156,8,5014,0
3768,189,7,4741,1
3769,240,9,4471,1
3770,196,8,4516,0
3771,157,7,5100,0
3772,203,10,5764,0
3773,156,9,4733,1
3774,172,5,5366,1
3775,204,1,4533,0
3776,283,9,5252,1
3777,257,4,4710,0
3778,147,3,5136,1
3779,229,6,5691,1
3780,111,1,4296,1
3781,231,8,5021,0
3782,197,6,5032,0
3783,157,5,5647,0
3784,201,10,5281,0
3785,247,10,5644,0
3786,184,5,5045,0
3787,144,3,5000,0
3788,245,9,4139,0
3789,163,5,5638,0
3790,154,3,4524,0
3791,245,8,5871,1
3792,268,2,5626,1
3793,180,1,5677,0
3794,230,7,4889,0
3795,197,2,5685,0
3796,252,4,4248,0
3797,237,10,5434,0
3798,182,7,4710,1
3799,241,8,5306,1
3800,247,3,4862,1
3801,156,1,5533,1
3802,189,1,5965,0
3803,240,7,5905,1
3804,196,8,5204,0
3805,157,9,5807,1
3806,203,4,4145,0
3807,156,6,5637,1
3808,172,1,4618,0
3809,204,7,5795,0
3810,283,1,4216,1
3811,257,3,5881,1
3812,147,8,5499,0
3813,229,5,5225,1
3814,111,4,4473,1
3815,231,6,4452,0
3816,197,2,4113,1
3817,157,8,5398,0
3818,201,7,4699,0
3819,247,10,5882,0
3820,184,2,5800,0
3821,144,8,4440,0
3822,245,4,5186,1
3823,163,5,4570,0
3824,154,1,5235,1
3825,245,1,5978,0
3826,268,9,4483,0
3827,180,7,5718,0
3828,182,10,1690,1
3829,164,7,1116,0
3830,136,2,1187,0
3831,290,8,1512,1
3832,134,10,1278,1
3833,215,2,5563,1
3834,213,2,5857,1
3835,132,4,4475,1
3836,220,2,4313,0
3837,215,8,5683,0
3838,212,5,4804,1
3839,190,5,5570,1
3840,171,3,4749,1
3841,153,4,4069,1
3842,164,2,5488,0
3843,172,5,4554,1
3844,199,7,4805,0
3845,163,6,4323,0
3846,263,9,4699,1
3847,156,7,4636,0
3848,206,1,4596,1
3849,224,8,4162,0
3850,221,5,4205,1
3851,221,1,4865,0
3852,263,10,4779,0
3853,148,10,5088,0
3854,232,9,5016,1
3855,139,3,5847,1
3856,185,6,4015,0
3857,183,9,4282,0
3858,245,2,4882,1
3859,159,9,4214,0
3860,249,6,5212,0
3861,233,10,5865,1
3862,226,2,5881,1
3863,152,6,4735,0
3864,143,1,5514,0
3865,218,1,4558,1
3866,209,2,4976,0
3867,157,9,5875,0
3868,218,6,4414,1
3869,235,10,4172,0
3870,253,2,4364,0
3871,211,7,4145,1
3872,265,3,4283,1
3873,201,7,5967,1
3874,216,1,5167,1
3875,176,4,5463,0
3876,155,8,4924,0
3877,266,2,4290,0
3878,250,7,5115,1
3879,205,6,5486,0
3880,175,1,4019,0
3881,260,3,4423,0
3882,157,1,5398,0
3883,282,5,4644,1
3884,238,8,5337,1
3885,187,4,5139,1
3886,104,5,4643,0
3887,230,1,4727,0
3888,174,10,5554,0
3889,237,3,5113,0
3890,202,7,4506,1
3891,204,4,5900,1
3892,243,7,4024,0
3893,165,5,5014,1
3894,169,3,4968,1
3895,197,7,4632,0
3896,263,8,4350,0
3897,247,3,4113,0
3898,207,9,4314,0
3899,155,9,4932,1
3900,174,10,5764,0
3901,220,8,4148,0
3902,192,5,4942,1
3903,231,2,4735,0
3904,237,10,5381,0
3905,187,8,5872,0
3906,141,5,5444,1
3907,272,3,5243,0
3908,229,5,4971,1
3909,173,9,4307,0
3910,271,7,5875,0
3911,246,7,4956,0
3912,104,3,4548,0
3913,121,8,4233,1
3914,212,10,5935,0
3915,139,5,4572,0
3916,250,10,5688,0
3917,272,10,4826,1
3918,160,8,5982,0
3919,170,4,4855,1
3920,260,1,5001,1
3921,168,7,4008,0
3922,261,7,5764,0
3923,117,4,5332,0
3924,151,5,5469,0
3925,181,4,5578,1
3926,251,2,5656,0
3927,178,8,4451,1
3928,227,10,4305,1
3929,206,1,4812,1
3930,181,4,5767,0
3931,117,1,4378,0
3932,187,9,4388,0
3933,219,5,4096,0
3934,280,7,4620,1
3935,178,5,4096,0
3936,139,3,4226,0
3937,137,6,5709,1
3938,248,6,5863,1
3939,259,10,5978,0
3940,139,5,5126,0
3941,267,4,4703,0
3942,271,1,5852,1
3943,181,4,5505,0
3944,222,2,4425,0
3945,159,6,5804,0
3946,238,3,4930,0
3947,256,5,5614,1
3948,202,9,4955,0
3949,258,2,4188,0
3950,174,8,5576,0
3951,270,7,5814,0
3952,215,9,4551,0
3953,254,9,4571,0
3954,253,9,5972,0
3955,269,1,5797,0
3956,224,7,5738,0
3957,157,1,4391,0
3958,250,5,4625,0
3959,132,5,5235,1
3960,256,6,5604,1
3961,237,1,5114,0
3962,199,7,4660,1
3963,186,7,4536,0
3964,213,7,4114,0
3965,260,6,4332,0
3966,247,1,4637,1
3967,178,9,4322,1
3968,135,7,5682,0
3969,234,3,4187,1
3970,214,1,4004,0
3971,174,8,5549,0
3972,262,8,4283,0
3973,180,5,4346,0
3974,165,6,4819,1
3975,150,10,4470,0
3976,227,9,5706,1
3977,220,8,5727,1
3978,255,1,4604,1
3979,202,5,5135,1
3980,261,2,4140,0
3981,244,5,4713,0
3982,173,1,5128,0
3983,224,1,5343,1
3984,263,2,5797,1
3985,160,1,4672,0
3986,106,9,4038,1
3987,227,9,4659,0
3988,257,2,5251,1
3989,155,6,5113,1
3990,212,8,5214,0
3991,205,10,4996,0
3992,211,6,5890,0
3993,178,9,4729,1
3994,221,5,4568,1
3995,253,9,4682,1
3996,185,8,5430,1
3997,160,6,5667,0
3998,173,5,4402,0
3999,256,8,4070,0
4000,134,6,5680,0
4001,160,4,4684,1
4002,205,1,5137,0
4003,202,4,4029,0
4004,158,2,4153,0
4005,233,4,5259,0
4006,163,10,5364,1
4007,202,4,4053,0
4008,229,1,5189,1
4009,120,1,4183,0
4010,185,10,5973,1
4011,154,1,4377,0
4012,238,4,5782,1
4013,179,3,5284,0
4014,237,10,4963,0
4015,234,8,4996,0
4016,116,1,4091,1
4017,157,8,4344,1
4018,151,8,4390,1
4019,160,1,5062,0
4020,226,8,5203,1
4021,254,6,5684,0
4022,194,8,5726,1
4023,194,4,4003,0
4024,175,6,5503,0
4025,228,9,4091,0
4026,240,4,5056,1
4027,166,8,4255,1
4028,249,10,4562,0
4029,261,7,4314,1
4030,209,10,5066,0
4031,154,4,5864,0
4032,98,8,5946,0
4033,193,2,4784,0
4034,169,6,5397,0
4035,227,3,5904,0
4036,150,6,4170,1
4037,260,8,5440,1
4038,243,9,4587,0
4039,271,10,4183,0
4040,129,5,5626,0
4041,228,4,4208,0
4042,243,9,4669,1
4043,187,6,5547,0
4044,185,10,4387,0
4045,228,1,5500,1
4046,248,2,4023,1
4047,233,6,4652,0
4048,151,8,4025,1
4049,160,3,4599,0
4050,265,4,4268,1
4051,229,4,5075,1
4052,144,8,5646,1
4053,172,1,4929,1
4054,273,5,4608,0
4055,182,7,1869,1
4056,164,3,1376,0
4057,240,4,5484,1
4058,166,6,4280,0
4059,249,7,5876,1
4060,261,1,4590,0
4061,209,8,4047,0
4062,154,6,4744,0
4063,98,8,4651,1
4064,193,9,4982,0
4065,169,6,4081,1
4066,227,10,4734,0
4067,150,10,5944,0
4068,260,10,4986,0
4069,243,1,4170,1
4070,271,5,4924,0
4071,129,7,4873,1
4072,228,8,4927,0
4073,243,9,4828,1
4074,187,3,5922,0
4075,185,4,4111,1
4076,228,5,4663,0
4077,248,10,4583,0
4078,233,6,4705,1
4079,151,10,5275,0
4080,160,2,5876,0
4081,265,7,5113,0
4082,229,3,5584,0
4083,144,1,5501,0
4084,172,9,4883,0
4085,273,10,5574,1
4086,182,6,1272,1
4087,164,9,1949,1
4088,268,5,1707,0
4089,218,4,1678,1
4090,236,6,1329,1
4091,188,2,1059,1
4092,277,8,1335,0
4093,127,8,5976,1
4094,143,5,5146,1
4095,192,7,4014,1
4096,239,9,4360,0
4097,215,4,4828,1
4098,139,1,4243,0
4099,250,4,5361,0
4100,187,1,5541,0
4101,151,5,5982,1
4102,181,9,4191,0
4103,170,5,4823,1
4104,139,1,4986,0
4105,186,1,4519,0
4106,273,2,4948,0
4107,274,8,4292,1
4108,108,10,5559,1
4109,132,4,4212,0
4110,223,4,4972,1
4111,240,2,4804,0
4112,106,3,5615,0
4113,143,5,4393,1
4114,238,5,5441,1
4115,156,3,5937,0
4116,203,9,5296,1
4117,259,5,4564,1
4118,225,10,4486,0
4119,154,9,5208,0
4120,227,2,4058,1
4121,208,1,5826,0
4122,255,8,5983,0
4123,218,7,4597,0
4124,184,1,4161,0
4125,233,7,4403,1
4126,230,2,5916,1
4127,249,5,5017,1
4128,176,2,4893,0
4129,272,3,5566,0
4130,192,7,4151,0
4131,100,3,5756,0
4132,271,2,4237,1
4133,165,5,4735,0
4134,124,10,5011,0
4135,193,4,4796,0
4136,156,2,4681,0
4137,170,10,4198,0
4138,243,5,4750,1
4139,163,7,5720,0
4140,201,4,4955,1
4141,232,10,5333,0
4142,214,2,4964,1
4143,149,7,4147,1
4144,122,10,4880,0
4145,253,2,5040,1
4146,123,8,4042,0
4147,261,2,4028,0
4148,235,7,5061,0
4149,141,8,4702,0
4150,241,8,5602,1
4151,253,9,4299,0
4152,177,6,5116,0
4153,160,10,5527,0
4154,134,9,4436,0
4155,258,4,5965,0
4156,188,6,4840,0
4157,270,5,5950,1
4158,243,10,5460,0
4159,100,3,5398,0
4160,134,7,5370,1
4161,255,3,4562,1
4162,260,8,5382,0
4163,265,6,4423,1
4164,221,2,5847,0
4165,157,9,4840,0
4166,222,8,4861,0
4167,179,7,5496,0
4168,231,5,5046,0
4169,228,6,5893,0
4170,264,9,5898,1
4171,170,2,5330,1
4172,159,3,4876,0
4173,166,6,5089,1
4174,234,8,4012,1
4175,215,5,4362,0
4176,179,8,5589,0
4177,180,8,5953,1
4178,149,9,4953,1
4179,150,1,5825,0
4180,155,4,5666,0
4181,199,4,4762,0
4182,169,10,4248,0
4183,276,8,5037,0
4184,257,1,5843,0
4185,153,1,4366,1
4186,228,6,4946,1
4187,133,4,4724,0
4188,206,10,4262,0
4189,263,9,5731,1
4190,190,4,4501,0
4191,175,4,4910,1
4192,272,2,4059,1
4193,111,10,4711,0
4194,233,5,5756,1
4195,235,4,5325,0
4196,255,5,4415,0
4197,216,6,4005,0
4198,266,5,4641,0
4199,200,7,4953,1
4200,194,6,5721,1
4201,220,3,5020,0
4202,270,1,5148,1
4203,168,2,4231,0
4204,172,8,5900,1
4205,168,4,4759,1
4206,243,4,5415,0
4207,181,1,5094,1
4208,167,2,4141,0
4209,224,3,5967,0
4210,252,6,5221,0
4211,266,8,4493,0
4212,144,5,4882,0
4213,222,4,5149,0
4214,199,10,5002,1
4215,214,2,4958,0
4216,258,2,5828,1
4217,194,1,5534,0
4218,201,2,5132,1
4219,243,5,4383,0
4220,264,2,5716,0
4221,204,4,5476,0
4222,239,3,5099,1
4223,168,5,5580,0
4224,229,10,5001,0
4225,246,1,5374,1
4226,217,6,4029,1
4227,166,6,5737,0
4228,159,3,5731,1
4229,220,1,5508,0
4230,172,10,4659,1
4231,262,2,5910,1
4232,194,1,5300,1
4233,232,10,4719,0
4234,259,3,4741,1
4235,259,1,4914,1
4236,246,10,4616,1
4237,247,2,5016,1
4238,137,1,4539,0
4239,273,5,4236,0
4240,152,5,5502,1
4241,235,7,4833,1
4242,212,3,4555,0
4243,286,3,5208,0
4244,151,6,4987,0
4245,204,6,5296,1
4246,191,1,4705,0
4247,221,1,4518,1
4248,161,2,4475,0
4249,183,9,5157,0
4250,243,6,5892,0
4251,194,8,4038,1
4252,266,4,4197,1
4253,249,10,4933,0
4254,133,10,4398,0
4255,244,10,4118,1
4256,235,6,4832,1
4257,166,10,5932,1
4258,239,10,4028,0
4259,141,7,4683,0
4260,168,1,4831,0
4261,203,4,5699,0
4262,171,9,4418,1
4263,120,10,5537,0
4264,240,6,4811,0
4265,178,10,5197,0
4266,237,9,5514,1
4267,169,3,5673,0
4268,169,10,4245,0
4269,201,8,5790,0
4270,249,4,5418,1
4271,101,1,4014,1
4272,140,6,4488,1
4273,214,1,5362,0
4274,196,6,4257,0
4275,204,7,5961,0
4276,159,9,4265,1
4277,175,4,5685,0
4278,163,3,4099,1
4279,271,2,4145,0
4280,191,1,4219,0
4281,135,5,4515,0
4282,224,3,4511,0
4283,142,5,4728,0
4284,246,9,5466,1
4285,165,3,4242,0
4286,150,8,4357,1
4287,170,7,4373,1
4288,147,5,5013,0
4289,151,10,5698,0
4290,259,6,5939,0
4291,211,8,4747,1
4292,249,7,5580,1
4293,133,1,5026,1
4294,258,10,4643,1
4295,253,8,5857,0
4296,185,1,5399,1
4297,268,4,1442,1
4298,218,8,1883,0
4299,140,9,4733,0
4300,214,9,5856,0
4301,196,2,5427,1
4302,204,2,5526,0
4303,159,4,4574,0
4304,175,5,5177,1
4305,163,9,4720,0
4306,271,5,5459,0
4307,191,6,4563,0
4308,135,6,5266,1
4309,224,9,5283,1
4310,142,8,4914,0
4311,246,1,4846,0
4312,165,7,5091,1
4313,150,8,4433,0
4314,170,7,4957,1
4315,147,3,4120,1
4316,151,6,5379,1
4317,259,3,4390,1
4318,211,10,4004,0
4319,249,2,4190,0
4320,133,4,5902,0
4321,258,1,4653,0
4322,253,1,4263,1
4323,185,8,4806,0
4324,268,8,1991,1
4325,277,3,1527,1
4326,157,3,1203,1
4327,132,8,1327,1
4328,104,3,4885,1
4329,213,6,5374,1
4330,172,1,5112,0
4331,168,10,5373,1
4332,192,3,4015,1
4333,189,10,4646,0
4334,255,3,4638,0
4335,152,2,4172,0
4336,171,2,5242,1
4337,177,4,4551,0
4338,160,4,4683,0
4339,233,3,5849,1
4340,216,10,4083,0
4341,222,6,4744,1
4342,260,10,5633,0
4343,239,5,5759,1
4344,204,9,4462,0
4345,116,6,4524,0
4346,245,8,4826,0
4347,280,3,5034,0
4348,155,6,5386,0
4349,139,8,4595,0
4350,237,9,5401,0
4351,211,1,5673,0
4352,220,5,5078,0
4353,134,8,5646,0
4354,208,7,4582,1
4355,198,2,5316,0
4356,277,2,5496,0
4357,144,1,5881,0
4358,201,4,5166,1
4359,201,9,5721,1
4360,236,2,4987,1
4361,142,2,5150,1
4362,172,1,4730,0
4363,217,2,5442,0
4364,231,3,5112,0
4365,200,5,4884,0
4366,260,10,4087,1
4367,216,2,5098,0
4368,215,3,4700,0
4369,217,6,4934,1
4370,244,3,4652,1
4371,221,10,5632,0
4372,207,4,4099,0
4373,190,2,4468,1
4374,199,7,4520,0
4375,246,7,4733,1
4376,195,10,5585,0
4377,244,10,4636,1
4378,158,1,4149,0
4379,254,4,5137,1
4380,236,8,5591,0
4381,255,9,4881,1
4382,224,9,4007,1
4383,204,5,5382,0
4384,150,3,5836,0
4385,134,1,5646,0
4386,157,7,5974,1
4387,257,1,4132,1
4388,165,10,5598,0
4389,175,4,4505,0
4390,201,8,5032,1
4391,175,2,4814,0
4392,185,7,4694,1
4393,202,7,5678,1
4394,270,4,4681,0
4395,175,7,4833,1
4396,149,3,4781,1
4397,223,4,4495,1
4398,143,10,5400,0
4399,203,7,4977,1
4400,165,5,4640,1
4401,255,3,4278,1
4402,218,7,4423,0
4403,193,1,5909,0
4404,187,3,4343,0
4405,246,1,4020,1
4406,237,10,5851,0
4407,269,5,4197,1
4408,107,4,5624,0
4409,147,4,5805,0
4410,111,1,4102,0
4411,197,2,4018,1
4412,257,9,4537,0
4413,269,2,5276,0
4414,224,3,4405,0
4415,262,10,5032,0
4416,181,7,5675,1
4417,159,9,4555,0
4418,207,9,4671,0
4419,238,5,4399,1
4420,239,1,5910,0
4421,206,10,4264,1
4422,159,5,5420,1
4423,207,10,4706,0
4424,262,10,5524,1
4425,251,3,5168,0
4426,188,7,4485,1
4427,254,4,5014,0
4428,234,10,4375,0
4429,246,2,5653,1
4430,158,3,4527,0
4431,220,4,4314,0
4432,257,8,5045,1
4433,143,3,5630,1
4434,163,4,5863,0
4435,171,8,4502,0
4436,261,7,4542,1
4437,212,10,4663,0
4438,176,10,4920,0
4439,257,5,5875,1
4440,133,10,4768,1
4441,153,3,5251,0
4442,218,1,4625,1
4443,164,9,5453,0
4444,256,9,4228,1
4445,150,9,4917,1
4446,107,4,4451,1
4447,219,6,4885,1
4448,237,2,5364,0
4449,246,4,5461,0
4450,198,1,5846,1
4451,176,5,4494,1
4452,168,3,4928,0
4453,173,4,5363,0
4454,106,10,5173,1
4455,171,7,4010,1
4456,224,4,5063,0
4457,216,3,4887,1
4458,174,2,4221,0
4459,261,10,4596,1
4460,229,3,5027,0
4461,214,6,5646,0
4462,199,8,5669,1
4463,182,7,5677,1
4464,152,4,5299,0
4465,258,6,5062,1
4466,182,7,4371,1
4467,166,8,4968,1
4468,176,6,5006,0
4469,193,3,5154,0
4470,135,10,4508,1
4471,213,3,5549,0
4472,168,6,4088,1
4473,264,6,4247,1
4474,173,10,4115,1
4475,142,9,5360,1
4476,278,9,4318,0
4477,197,10,5255,0
4478,226,6,4547,0
4479,197,9,4291,1
4480,189,6,5439,1
4481,210,6,5250,0
4482,149,8,5396,0
4483,171,1,5749,0
4484,243,10,4524,1
4485,171,4,5265,0
4486,215,5,5915,1
4487,174,4,4051,0
4488,210,2,4651,0
4489,135,4,5112,0
4490,134,6,4778,1
4491,166,3,4638,0
4492,174,10,4008,0
4493,252,4,4832,0
4494,219,7,4787,1
4495,244,7,5325,1
4496,132,5,4195,1
4497,223,2,5709,0
4498,260,10,4109,0
4499,269,6,5951,0
4500,170,5,5064,0
4501,170,10,5621,1
4502,173,2,5327,0
4503,148,6,5700,0
4504,174,7,4608,0
4505,263,4,4591,1
4506,142,7,5425,1
4507,183,2,4363,0
4508,174,1,5784,1
4509,140,4,5210,1
4510,154,7,4359,1
4511,108,5,4645,0
4512,198,8,4680,0
4513,266,5,4831,1
4514,197,8,4793,0
4515,219,1,4122,1
4516,255,9,5224,1
4517,255,3,4477,0
4518,219,8,4540,0
4519,244,7,5543,1
4520,132,3,4263,0
4521,223,3,5613,0
4522,260,8,5595,1
4523,269,6,5703,1
4524,170,3,4454,1
4525,170,10,5448,0
4526,173,5,4776,1
4527,148,5,4851,1
4528,174,4,4910,1
4529,263,10,5826,0
4530,142,5,4147,1
4531,183,4,5322,0
4532,174,7,4287,0
4533,140,7,5383,0
4534,154,7,4732,0
4535,108,7,5928,1
4536,198,6,5061,1
4537,266,1,5532,1
4538,197,8,4209,1
4539,219,2,5334,0
4540,255,10,5875,0
4541,255,3,5936,0
4542,247,3,1752,0
4543,275,6,1569,0
4544,291,3,1102,1
4545,265,9,1511,0
4546,250,8,1776,0
4547,291,9,1880,1
4548,255,3,1569,1
4549,290,3,1463,1
4550,276,7,1742,0
4551,149,1,1448,1
4552,310,5,1791,1
4553,273,7,1364,0
4554,244,5,1668,1
4555,275,4,1192,1
4556,308,7,1176,0
4557,264,6,1005,0
4558,256,2,1449,1
4559,252,4,1837,0
4560,244,4,1245,1
4561,280,5,1431,0
4562,227,10,1317,1
4563,272,7,1706,1
4564,274,8,1626,1
4565,310,2,1817,0
4566,282,5,1818,1
4567,247,10,1783,0
4568,262,2,5311,0
4569,213,7,4133,0
4570,136,7,4817,1
4571,134,4,5291,0
4572,171,6,5105,0
4573,182,10,4391,1
4574,185,9,4469,0
4575,271,4,5902,0
4576,166,1,5463,1
4577,196,4,5852,0
4578,157,6,4175,0
4579,218,4,4104,1
4580,142,6,5930,0
4581,237,9,4626,1
4582,213,2,5349,0
4583,241,3,5391,1
4584,170,7,4284,1
4585,156,9,4278,0
4586,228,8,5419,0
4587,145,10,4364,0
4588,145,3,5618,1
4589,166,8,4369,1
4590,106,4,4410,1
4591,210,4,4819,0
4592,235,6,4411,1
4593,142,5,4062,0
4594,271,9,4889,1
4595,245,2,5439,1
4596,192,2,5503,0
4597,270,9,4992,1
4598,197,7,5099,0
4599,255,1,5929,0
4600,223,9,5735,0
4601,256,7,4366,1
4602,229,9,5026,0
4603,233,5,4976,1
4604,164,4,5567,1
4605,171,6,5704,1
4606,178,5,5167,0
4607,233,1,5073,1
4608,232,2,5104,1
4609,236,1,4076,0
4610,197,3,4491,0
4611,152,6,5749,1
4612,219,7,4883,1
4613,205,10,5580,0
4614,142,7,4082,0
4615,112,9,4005,1
4616,254,8,5827,0
4617,256,1,4323,0
4618,168,4,4676,0
4619,171,5,5872,0
4620,215,5,5409,1
4621,169,9,4317,1
4622,149,3,5944,1
4623,223,9,4832,0
4624,224,6,5962,1
4625,186,10,4506,0
4626,184,2,5381,0
4627,152,3,5839,1
4628,249,9,4568,0
4629,173,10,5840,0
4630,167,2,5908,0
4631,230,9,4483,0
4632,237,8,5131,0
4633,202,5,4632,0
4634,134,3,5233,0
4635,263,2,4688,0
4636,272,1,5412,0
4637,231,8,5227,0
4638,190,7,5963,1
4639,223,5,4424,1
4640,257,5,4355,0
4641,184,2,4639,0
4642,193,1,5810,1
4643,204,7,4717,1
4644,236,8,5783,0
4645,222,3,4460,1
4646,140,6,4001,1
4647,204,9,5093,0
4648,271,6,5280,1
4649,108,7,4024,0
4650,206,4,4745,0
4651,180,8,4408,0
4652,193,7,5224,0
4653,238,10,4668,0
4654,234,6,4632,0
4655,271,5,5164,1
4656,102,3,4784,0
4657,185,7,5474,1
4658,273,10,5832,1
4659,233,9,4814,0
4660,191,7,5783,1
4661,239,4,4304,1
4662,270,7,4152,0
4663,279,8,4418,1
4664,233,2,4615,1
4665,178,3,4154,1
4666,184,2,4052,0
4667,202,2,5208,0
4668,149,3,4527,0
4669,133,2,4556,0
4670,224,9,4902,1
4671,252,6,5414,0
4672,208,6,4276,1
4673,256,3,4456,0
4674,206,10,4321,1
4675,177,5,4358,0
4676,269,3,5032,1
4677,216,2,4242,0
4678,221,7,5477,0
4679,210,6,5102,0
4680,205,9,4411,0
4681,237,7,4062,0
4682,139,2,4217,1
4683,163,3,4185,1
4684,171,4,4962,0
4685,261,9,5994,1
4686,195,8,4576,0
4687,190,5,4139,1
4688,236,4,5724,1
4689,254,6,5716,0
4690,157,10,4877,0
4691,245,1,5325,0
4692,144,8,4303,0
4693,217,3,5718,1
4694,249,2,5078,0
4695,176,2,5083,0
4696,230,1,4970,1
4697,204,5,4504,1
4698,266,5,5601,0
4699,213,2,5722,0
4700,147,8,5525,0
4701,201,3,4556,1
4702,248,5,5441,0
4703,167,5,5791,0
4704,232,10,5678,0
4705,163,9,4419,1
4706,201,3,5901,1
4707,252,9,4157,0
4708,146,10,4583,0
4709,160,3,5839,0
4710,167,10,4325,0
4711,224,8,4781,1
4712,239,5,5978,0
4713,151,7,4387,0
4714,264,10,5972,0
4715,242,8,4644,1
4716,204,9,4712,0
4717,260,1,5970,0
4718,279,6,4560,0
4719,225,8,5209,0
4720,190,9,4468,0
4721,152,7,5026,0
4722,201,7,4723,1
4723,191,7,5357,0
4724,140,1,4453,0
4725,199,8,5362,0
4726,194,6,5282,0
4727,273,5,5608,1
4728,259,4,4092,1
4729,180,5,4038,1
4730,251,9,4458,0
4731,269,5,5031,0
4732,274,2,4281,0
4733,250,10,5475,1
4734,265,8,5980,0
4735,169,6,5106,1
4736,211,8,5191,1
4737,245,6,5772,0
